"Country,Other",#,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population
Japan,35,16203,,713.0,,10338.0,5152.0,245.0,128.0,6.0,233144.0,1843.0,126523275.0
Austria,36,16201,92.0,629.0,1.0,14524.0,1048.0,50.0,1800.0,70.0,351351.0,39039.0,8999946.0
Colombia,37,14216,,546.0,,3460.0,10210.0,137.0,280.0,11.0,177050.0,3484.0,50813344.0
South Africa,38,13524,,247.0,,6083.0,7194.0,119.0,228.0,4.0,421555.0,7119.0,59212004.0
Kuwait,39,12860,,96.0,,3640.0,9124.0,190.0,3017.0,23.0,236004.0,55370.0,4262329.0
Philippines,40,12305,214.0,817.0,11.0,2561.0,8927.0,77.0,112.0,7.0,191963.0,1755.0,109391934.0
Dominican Republic,41,11739,,424.0,,3557.0,7758.0,127.0,1084.0,39.0,50108.0,4625.0,10833998.0
Egypt,42,11228,,592.0,,2799.0,7837.0,41.0,110.0,6.0,135000.0,1323.0,102078159.0
S. Korea,43,11037,19.0,262.0,2.0,9851.0,924.0,55.0,215.0,5.0,741145.0,14457.0,51263759.0
Denmark,44,10791,,537.0,,8959.0,1295.0,32.0,1864.0,93.0,368889.0,63715.0,5789665.0
Serbia,45,10438,,225.0,,4301.0,5912.0,20.0,1194.0,26.0,168670.0,19295.0,8741609.0
Panama,46,9268,150.0,266.0,6.0,6080.0,2922.0,72.0,2152.0,62.0,47768.0,11094.0,4305867.0
Czechia,47,8406,,295.0,,5381.0,2730.0,39.0,785.0,28.0,348849.0,32583.0,10706527.0
Norway,48,8219,,232.0,,32.0,7955.0,20.0,1518.0,43.0,216350.0,39947.0,5415870.0
Argentina,49,7479,,356.0,,2497.0,4626.0,170.0,166.0,8.0,96893.0,2146.0,45142926.0
Australia,50,7037,18.0,98.0,,6353.0,586.0,17.0,276.0,4.0,1013615.0,39809.0,25461791.0
Malaysia,51,6872,17.0,113.0,1.0,5512.0,1247.0,13.0,213.0,3.0,434136.0,13436.0,32312334.0
Morocco,52,6652,,190.0,,3400.0,3062.0,1.0,180.0,5.0,81616.0,2215.0,36854173.0
Algeria,53,6629,,536.0,,3271.0,2822.0,22.0,152.0,12.0,6500.0,149.0,43746275.0
Bahrain,54,6583,,12.0,,2640.0,3931.0,3.0,3888.0,7.0,222542.0,131434.0,1693179.0
Finland,55,6286,58.0,297.0,4.0,5000.0,989.0,30.0,1135.0,54.0,143900.0,25976.0,5539658.0
Afghanistan,56,6053,,153.0,,745.0,5155.0,19.0,156.0,4.0,20854.0,537.0,38810145.0
Kazakhstan,57,5850,161.0,34.0,,2707.0,3109.0,31.0,312.0,2.0,505216.0,26948.0,18747746.0
Moldova,58,5745,,202.0,,2228.0,3315.0,251.0,1424.0,50.0,20447.0,5067.0,4035100.0
Ghana,59,5638,,28.0,,1460.0,4150.0,5.0,182.0,0.9,171642.0,5539.0,30986096.0
Nigeria,60,5450,,171.0,,1320.0,3959.0,7.0,27.0,0.8,30657.0,149.0,205444156.0
Oman,61,5029,404.0,20.0,,1436.0,3573.0,31.0,988.0,4.0,61000.0,11987.0,5088900.0
Armenia,62,4283,239.0,55.0,3.0,1791.0,2437.0,10.0,1446.0,19.0,39005.0,13166.0,2962559.0
Luxembourg,63,3923,,104.0,,3682.0,137.0,11.0,6280.0,166.0,59987.0,96034.0,624641.0
Bolivia,64,3577,205.0,164.0,12.0,434.0,2979.0,3.0,307.0,14.0,7651.0,657.0,11652343.0
Hungary,65,3473,56.0,448.0,6.0,1371.0,1654.0,45.0,359.0,46.0,131429.0,13601.0,9663324.0
Iraq,66,3193,,117.0,,2089.0,987.0,,80.0,3.0,140573.0,3505.0,40100844.0
Cameroon,67,3105,151.0,140.0,1.0,1567.0,1398.0,28.0,117.0,5.0,,,26455880.0
Thailand,68,3025,,56.0,,2855.0,114.0,61.0,43.0,0.8,286008.0,4099.0,69778286.0
Azerbaijan,69,2980,,36.0,,1886.0,1058.0,37.0,294.0,4.0,220363.0,21759.0,10127539.0
Greece,70,2810,,160.0,,1374.0,1276.0,23.0,269.0,15.0,120015.0,11508.0,10429161.0
Uzbekistan,71,2691,5.0,11.0,,2158.0,522.0,8.0,81.0,0.3,460000.0,13770.0,33405983.0
Guinea,72,2531,58.0,15.0,,1094.0,1422.0,18.0,193.0,1.0,10304.0,788.0,13083829.0
Honduras,73,2460,142.0,134.0,1.0,264.0,2062.0,10.0,249.0,14.0,5653.0,572.0,9883952.0
Senegal,74,2310,,25.0,,890.0,1395.0,6.0,138.0,1.0,24599.0,1474.0,16683471.0
Bosnia and Herzegovina,75,2236,,128.0,,1336.0,772.0,4.0,681.0,39.0,47149.0,14360.0,3283253.0
Croatia,76,2222,,95.0,,1869.0,258.0,8.0,541.0,23.0,51568.0,12552.0,4108287.0
Bulgaria,77,2175,37.0,105.0,3.0,573.0,1497.0,45.0,313.0,15.0,64480.0,9271.0,6954648.0
Ivory Coast,78,2017,,24.0,,942.0,1051.0,,77.0,0.9,15260.0,580.0,26289372.0
Sudan,79,1964,,91.0,,205.0,1668.0,,45.0,2.0,,,43710745.0
Cuba,80,1840,,79.0,,1425.0,336.0,9.0,162.0,7.0,77374.0,6831.0,11327461.0
Iceland,81,1802,,10.0,,1782.0,10.0,,5285.0,29.0,56219.0,164883.0,340964.0
Estonia,82,1770,4.0,63.0,,934.0,773.0,5.0,1334.0,47.0,68840.0,51899.0,1326425.0
North Macedonia,83,1740,,97.0,,1251.0,392.0,21.0,835.0,47.0,20548.0,9863.0,2083384.0
Guatemala,84,1643,125.0,30.0,1.0,135.0,1478.0,5.0,92.0,2.0,7200.0,403.0,17871637.0
Lithuania,85,1534,11.0,55.0,1.0,988.0,491.0,17.0,563.0,20.0,224040.0,82166.0,2726669.0
New Zealand,86,1498,,21.0,,1428.0,49.0,2.0,311.0,4.0,223937.0,46486.0,4817264.0
Slovakia,87,1493,13.0,28.0,1.0,1151.0,314.0,3.0,273.0,5.0,139986.0,25642.0,5459317.0
Slovenia,88,1465,,103.0,,270.0,1092.0,7.0,705.0,50.0,67701.0,32566.0,2078903.0
DRC,89,1370,72.0,61.0,11.0,229.0,1080.0,,15.0,0.7,,,89181925.0
Djibouti,90,1309,,4.0,,935.0,370.0,,1327.0,4.0,16878.0,17115.0,986127.0
Somalia,91,1284,,53.0,,135.0,1096.0,2.0,81.0,3.0,,,15832072.0
El Salvador,92,1265,55.0,25.0,2.0,441.0,799.0,18.0,195.0,4.0,53412.0,8240.0,6482107.0
Mayotte,93,1258,48.0,16.0,,627.0,615.0,9.0,4626.0,59.0,5200.0,19123.0,271922.0
Gabon,94,1209,,10.0,,219.0,980.0,11.0,545.0,5.0,7050.0,3178.0,2218621.0
Tajikistan,95,1118,,33.0,,,1085.0,,118.0,3.0,,,9508770.0
Kyrgyzstan,96,1117,6.0,14.0,,783.0,320.0,5.0,172.0,2.0,59490.0,9138.0,6510046.0
Hong Kong,97,1053,,4.0,,1019.0,30.0,1.0,141.0,0.5,168291.0,22471.0,7489265.0
Tunisia,98,1035,,45.0,,802.0,188.0,3.0,88.0,4.0,37862.0,3208.0,11802774.0
Maldives,99,1031,,4.0,,49.0,978.0,2.0,1912.0,7.0,11775.0,21834.0,539287.0
Latvia,100,997,27.0,19.0,,662.0,316.0,3.0,528.0,10.0,87377.0,46265.0,1888633.0
Sri Lanka,101,935,,9.0,,520.0,406.0,1.0,44.0,0.4,42056.0,1965.0,21402049.0
Albania,102,916,,31.0,,705.0,180.0,1.0,318.0,11.0,11458.0,3981.0,2878180.0
Guinea-Bissau,103,913,,3.0,,26.0,884.0,,465.0,2.0,1500.0,765.0,1961700.0
Cyprus,104,910,,17.0,,481.0,412.0,10.0,754.0,14.0,81942.0,67931.0,1206248.0
Lebanon,105,891,,26.0,,246.0,619.0,4.0,130.0,4.0,57715.0,8451.0,6829118.0
Niger,106,885,,51.0,,684.0,150.0,,37.0,2.0,5749.0,239.0,24081508.0
Costa Rica,107,843,,10.0,1.0,542.0,291.0,5.0,166.0,2.0,18655.0,3666.0,5088192.0
Mali,108,806,,46.0,,455.0,305.0,,40.0,2.0,2498.0,124.0,20170087.0
Kenya,109,781,,45.0,,284.0,452.0,1.0,15.0,0.8,36918.0,689.0,53611938.0
Burkina Faso,110,780,,51.0,,595.0,134.0,,37.0,2.0,,,20824384.0
Andorra,111,761,,49.0,,604.0,108.0,3.0,9851.0,634.0,3750.0,48544.0,77250.0
Paraguay,112,759,,11.0,,193.0,555.0,,107.0,2.0,18856.0,2648.0,7121225.0
Uruguay,113,732,,19.0,,553.0,160.0,7.0,211.0,5.0,32225.0,9281.0,3472233.0
Diamond Princess,114,712,,13.0,,651.0,48.0,4.0,,,,,
Georgia,115,677,6.0,12.0,,419.0,246.0,6.0,170.0,3.0,36248.0,9084.0,3990097.0
Zambia,116,668,14.0,7.0,,152.0,509.0,1.0,36.0,0.4,15811.0,863.0,18312920.0
San Marino,117,652,,41.0,,189.0,422.0,1.0,19221.0,1209.0,3394.0,100053.0,33922.0
Jordan,118,596,,9.0,,401.0,186.0,5.0,58.0,0.9,136229.0,13369.0,10190185.0
Equatorial Guinea,119,594,,7.0,,22.0,565.0,,425.0,5.0,854.0,612.0,1396494.0
Channel Islands,120,549,,43.0,,457.0,49.0,,3161.0,248.0,5342.0,30761.0,173659.0
Malta,121,546,14.0,6.0,,450.0,90.0,1.0,1237.0,14.0,47504.0,107622.0,441397.0
Jamaica,122,511,2.0,9.0,,121.0,381.0,,173.0,3.0,7946.0,2685.0,2959554.0
Tanzania,123,509,,21.0,,183.0,305.0,7.0,9.0,0.4,,,59498998.0
Venezuela,124,459,,10.0,,229.0,220.0,1.0,16.0,0.4,540236.0,18992.0,28445691.0
Sierra Leone,125,447,,27.0,,97.0,323.0,,56.0,3.0,,,7955312.0
Réunion,126,441,,,,354.0,87.0,4.0,493.0,,17200.0,19229.0,894505.0
Taiwan,127,440,,7.0,,389.0,44.0,,18.0,0.3,68988.0,2897.0,23811452.0
Chad,128,428,,48.0,,88.0,292.0,,26.0,3.0,,,16360644.0
Congo,129,391,,15.0,,87.0,289.0,,71.0,3.0,,,5499613.0
Palestine,130,375,,2.0,,315.0,58.0,,74.0,0.4,44876.0,8825.0,5085377.0
Benin,131,339,,2.0,,83.0,254.0,,28.0,0.2,25471.0,2109.0,12079722.0
Isle of Man,132,334,,24.0,,285.0,25.0,10.0,3930.0,282.0,4032.0,47448.0,84977.0
Mauritius,133,332,,10.0,,322.0,0.0,,261.0,8.0,69773.0,54874.0,1271508.0
Cabo Verde,134,326,,2.0,,67.0,257.0,,587.0,4.0,791.0,1425.0,555212.0
Montenegro,135,324,,9.0,,311.0,4.0,2.0,516.0,14.0,10167.0,16188.0,628056.0
Vietnam,136,314,,,,260.0,54.0,2.0,3.0,,275000.0,2828.0,97227060.0
Haiti,137,310,37.0,20.0,,29.0,261.0,,27.0,2.0,1669.0,147.0,11384587.0
CAR,138,301,,,,13.0,288.0,,62.0,,3498.0,726.0,4818688.0
Ethiopia,139,287,,5.0,,112.0,170.0,,3.0,0.04,48985.0,428.0,114576005.0
Rwanda,140,287,,,,177.0,110.0,,22.0,,46198.0,3579.0,12908515.0
Nepal,141,276,9.0,,,36.0,240.0,,9.0,,87014.0,2994.0,29067490.0
Togo,142,263,,11.0,,96.0,156.0,,32.0,1.0,12040.0,1459.0,8252463.0
Madagascar,143,238,,,,112.0,126.0,1.0,9.0,,5670.0,205.0,27593744.0
South Sudan,144,236,,4.0,,4.0,228.0,,21.0,0.4,3356.0,300.0,11176820.0
Sao Tome and Principe,145,235,,7.0,,4.0,224.0,,1075.0,32.0,175.0,800.0,218619.0
Liberia,146,219,,20.0,,108.0,91.0,,43.0,4.0,,,5041588.0
Uganda,147,203,,,,63.0,140.0,,4.0,,70117.0,1540.0,45538682.0
Martinique,148,192,,14.0,,91.0,87.0,,512.0,37.0,,,375301.0
Eswatini,149,190,,2.0,,66.0,122.0,,164.0,2.0,4160.0,3590.0,1158626.0
French Guiana,150,189,,1.0,,124.0,64.0,,635.0,3.0,,,297623.0
Faeroe Islands,151,187,,,,187.0,0.0,,3829.0,,8779.0,179750.0,48840.0
Myanmar,152,182,1.0,6.0,,89.0,87.0,,3.0,0.1,13634.0,251.0,54363807.0
Guadeloupe,153,155,,13.0,,109.0,33.0,3.0,387.0,32.0,2866.0,7163.0,400116.0
Gibraltar,154,147,,,,144.0,3.0,,4363.0,,4941.0,146652.0,33692.0
Brunei ,155,141,,1.0,,136.0,4.0,2.0,323.0,2.0,16892.0,38659.0,436944.0
Mongolia,156,135,37.0,,,20.0,115.0,2.0,41.0,,10162.0,3106.0,3271362.0
Bermuda,157,122,,9.0,,66.0,47.0,2.0,1958.0,144.0,4691.0,75290.0,62306.0
Cambodia,158,122,,,,122.0,0.0,,7.0,,14684.0,880.0,16688891.0
Mozambique,159,119,,,,42.0,77.0,,4.0,,5361.0,172.0,31134613.0
Guyana,160,116,,10.0,,43.0,63.0,3.0,148.0,13.0,1065.0,1355.0,786077.0
Trinidad and Tobago,161,116,,8.0,,107.0,1.0,,83.0,6.0,2597.0,1856.0,1398925.0
Yemen,162,106,,15.0,,1.0,90.0,,4.0,0.5,120.0,4.0,29737584.0
Aruba,163,101,,3.0,,93.0,5.0,4.0,946.0,28.0,1937.0,18152.0,106709.0
Bahamas,164,96,,11.0,,41.0,44.0,1.0,244.0,28.0,1700.0,4328.0,392764.0
Monaco,165,96,,4.0,,87.0,5.0,1.0,2449.0,102.0,,,39207.0
Cayman Islands,166,94,,1.0,,55.0,38.0,3.0,1432.0,15.0,5900.0,89908.0,65623.0
Barbados,167,85,,7.0,,65.0,13.0,4.0,296.0,24.0,3651.0,12707.0,287332.0
Liechtenstein,168,82,,1.0,,55.0,26.0,,2151.0,26.0,900.0,23613.0,38114.0
Sint Maarten,169,76,,15.0,,46.0,15.0,7.0,1775.0,350.0,329.0,7685.0,42813.0
Libya,170,64,,3.0,,28.0,33.0,,9.0,0.4,3633.0,530.0,6859160.0
Malawi,171,63,,3.0,,24.0,36.0,1.0,3.0,0.2,1363.0,72.0,19062368.0
French Polynesia,172,60,,,,59.0,1.0,,214.0,,3216.0,11457.0,280704.0
Syria,173,50,,3.0,,36.0,11.0,,3.0,0.2,,,17442911.0
Angola,174,48,,2.0,,17.0,29.0,,1.0,0.06,6136.0,188.0,32723364.0
Macao,175,45,,,,43.0,2.0,1.0,69.0,,,,648186.0
Zimbabwe,176,42,,4.0,,13.0,25.0,,3.0,0.3,25478.0,1717.0,14834717.0
Saint Martin,177,39,,3.0,,30.0,6.0,1.0,1011.0,78.0,,,38579.0
Eritrea,178,39,,,,39.0,0.0,,11.0,,,,3540041.0
Mauritania,179,29,,3.0,,7.0,19.0,,6.0,0.6,2015.0,435.0,4632917.0
Nicaragua,180,25,,8.0,,7.0,10.0,,4.0,1.0,,,6614394.0
Antigua and Barbuda,181,25,,3.0,,19.0,3.0,1.0,256.0,31.0,183.0,1871.0,97826.0
Botswana,182,24,,1.0,,17.0,6.0,,10.0,0.4,11495.0,4901.0,2345288.0
Timor-Leste,183,24,,,,24.0,0.0,,18.0,,738.0,561.0,1315109.0
Gambia,184,23,,1.0,,12.0,10.0,,10.0,0.4,1341.0,557.0,2407297.0
Grenada,185,22,,,,14.0,8.0,4.0,196.0,,2419.0,21510.0,112458.0
Bhutan,186,21,,,,5.0,16.0,,27.0,,13660.0,17728.0,770517.0
Laos,187,19,,,,14.0,5.0,,3.0,,4424.0,609.0,7261799.0
Belize,188,18,,2.0,,16.0,0.0,,45.0,5.0,1043.0,2629.0,396673.0
Fiji,189,18,,,,15.0,3.0,,20.0,,1300.0,1452.0,895624.0
New Caledonia,190,18,,,,18.0,0.0,,63.0,,5454.0,19127.0,285148.0
Saint Lucia,191,18,,,,18.0,0.0,,98.0,,727.0,3961.0,183522.0
St. Vincent Grenadines,192,17,,,,14.0,3.0,,153.0,,155.0,1398.0,110896.0
Curaçao,193,16,,1.0,,14.0,1.0,,98.0,6.0,389.0,2372.0,164009.0
Dominica,194,16,,,,15.0,1.0,,222.0,,420.0,5836.0,71964.0
Namibia,195,16,,,,13.0,3.0,,6.0,,2074.0,818.0,2534815.0
Burundi,196,15,,1.0,,7.0,7.0,,1.0,0.08,284.0,24.0,11841556.0
Saint Kitts and Nevis,197,15,,,,14.0,1.0,,282.0,,327.0,6152.0,53151.0
Falkland Islands,198,13,,,,13.0,0.0,,3751.0,,402.0,115984.0,3466.0
Turks and Caicos,199,12,,1.0,,10.0,1.0,,310.0,26.0,109.0,2820.0,38649.0
Vatican City,200,12,,,,2.0,10.0,,14981.0,,,,801.0
Comoros,201,11,,1.0,,3.0,7.0,,13.0,1.0,,,867116.0
Montserrat,202,11,,1.0,,10.0,0.0,,2204.0,200.0,36.0,7212.0,4992.0
Greenland,203,11,,,,11.0,0.0,,194.0,,1629.0,28701.0,56758.0
Seychelles,204,11,,,,10.0,1.0,,112.0,,,,98270.0
Suriname,205,10,,1.0,,9.0,0.0,,17.0,2.0,404.0,689.0,585963.0
MS Zaandam,206,9,,2.0,,,7.0,,,,,,
British Virgin Islands,207,8,,1.0,,6.0,1.0,,265.0,33.0,167.0,5529.0,30206.0
Papua New Guinea,208,8,,,,8.0,0.0,,0.9,,2402.0,269.0,8924516.0
Caribbean Netherlands,209,6,,,,6.0,0.0,,229.0,,357.0,13630.0,26192.0
St. Barth,210,6,,,,6.0,0.0,,608.0,,,,9873.0
Western Sahara,211,6,,,,6.0,0.0,,10.0,,,,595342.0
Anguilla,212,3,,,,3.0,0.0,,200.0,,,,14986.0
Lesotho,213,1,,,,,1.0,,0.5,,,,2140096.0
Saint Pierre Miquelon,214,1,,,,1.0,0.0,,173.0,,,,5797.0
China,215,82941,8.0,4633.0,,78219.0,89.0,11.0,58.0,3.0,,,1439323776.0
