"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
"
Morocco,1141,21.0,83.0,3.0,88.0,970,1.0,31.0,2.0,5272.0,143.0
Slovenia,1059,38.0,30.0,,102.0,927,114.0,509.0,14.0,28253.0,13590.0
Iraq,1031,,64.0,,344.0,623,,26.0,2.0,,
Moldova,965,,21.0,2.0,40.0,904,80.0,239.0,5.0,,
Hong Kong,936,21.0,4.0,,236.0,696,12.0,125.0,0.5,96709.0,12900.0
Lithuania,880,37.0,15.0,,8.0,857,11.0,323.0,6.0,27807.0,10215.0
Belarus,860,160.0,13.0,,53.0,794,31.0,91.0,1.0,40000.0,4233.0
Armenia,853,20.0,8.0,,87.0,758,30.0,288.0,3.0,5140.0,1735.0
Hungary,817,73.0,47.0,9.0,71.0,699,17.0,85.0,5.0,23746.0,2458.0
Bahrain,756,,4.0,,458.0,294,4.0,444.0,2.0,47684.0,28023.0
Bosnia and Herzegovina,754,80.0,33.0,4.0,68.0,653,4.0,230.0,10.0,5934.0,1809.0
Kuwait,743,78.0,1.0,,105.0,637,23.0,174.0,0.2,,
Azerbaijan,717,76.0,8.0,1.0,44.0,665,23.0,71.0,0.8,53300.0,5257.0
Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
Kazakhstan,685,23.0,6.0,,50.0,629,16.0,36.0,0.3,54767.0,2917.0
Cameroon,658,,9.0,,17.0,632,,25.0,0.3,,
North Macedonia,599,29.0,26.0,3.0,30.0,543,15.0,288.0,12.0,5291.0,2540.0
Tunisia,596,,22.0,,5.0,569,39.0,50.0,2.0,7725.0,654.0
Slovakia,581,47.0,2.0,,13.0,566,3.0,106.0,0.4,17639.0,3231.0
Bulgaria,565,16.0,22.0,,42.0,501,26.0,81.0,3.0,15899.0,2288.0
Lebanon,548,7.0,19.0,,60.0,469,27.0,80.0,3.0,10221.0,1497.0
Latvia,548,6.0,2.0,1.0,16.0,530,5.0,291.0,1.0,22575.0,11969.0
Andorra,525,,21.0,,31.0,473,12.0,6795.0,272.0,,
Uzbekistan,504,47.0,2.0,,30.0,472,8.0,15.0,0.06,,
Costa Rica,467,,2.0,,18.0,447,14.0,92.0,0.4,5363.0,1053.0
Cyprus,465,,9.0,,45.0,411,11.0,385.0,7.0,11664.0,9661.0
Afghanistan,423,56.0,14.0,3.0,18.0,391,,11.0,0.4,,
Uruguay,415,,6.0,,123.0,286,14.0,119.0,2.0,5385.0,1550.0
Albania,383,6.0,22.0,1.0,131.0,230,7.0,133.0,8.0,2753.0,957.0
Taiwan,376,3.0,5.0,,61.0,310,,16.0,0.2,39011.0,1638.0
Oman,371,40.0,2.0,,67.0,302,3.0,73.0,0.4,,
Burkina Faso,364,,18.0,,108.0,238,,17.0,0.9,,
Cuba,363,13.0,9.0,,18.0,336,12.0,32.0,0.8,5234.0,462.0
Jordan,349,,6.0,,126.0,217,5.0,34.0,0.6,17000.0,1666.0
Réunion,349,,,,40.0,309,4.0,390.0,,,
Channel Islands,335,12.0,7.0,,34.0,294,,1927.0,40.0,1157.0,6655.0
Ivory Coast,323,,3.0,,41.0,279,,12.0,0.1,,
Honduras,305,7.0,22.0,,6.0,277,10.0,31.0,2.0,,
Malta,293,52.0,,,5.0,288,4.0,664.0,,10923.0,24738.0
Ghana,287,73.0,5.0,,31.0,251,2.0,9.0,0.2,,
San Marino,277,,32.0,,35.0,210,14.0,8164.0,943.0,586.0,17270.0
Palestine,260,6.0,1.0,,24.0,235,,51.0,0.2,12738.0,2497.0
Niger,253,,10.0,,26.0,217,,10.0,0.4,4081.0,169.0
Vietnam,249,4.0,,,123.0,126,8.0,3.0,,94305.0,969.0
Mauritius,244,,7.0,,7.0,230,2.0,192.0,6.0,4913.0,3863.0
Montenegro,239,6.0,2.0,,4.0,233,7.0,381.0,3.0,1722.0,2742.0
Nigeria,238,,5.0,,35.0,198,2.0,1.0,0.02,5000.0,24.0
Kyrgyzstan,228,12.0,4.0,,33.0,191,5.0,35.0,0.6,9618.0,1474.0
Senegal,226,,2.0,,92.0,132,1.0,13.0,0.1,,
Georgia,195,7.0,2.0,,39.0,154,6.0,49.0,0.5,2762.0,692.0
Bolivia,194,11.0,14.0,3.0,2.0,178,3.0,17.0,1.0,591.0,51.0
Sri Lanka,185,7.0,6.0,1.0,42.0,137,5.0,9.0,0.3,3248.0,152.0
Faeroe Islands,184,1.0,,,120.0,64,2.0,3766.0,,5035.0,103043.0
Kenya,172,14.0,6.0,,7.0,159,2.0,3.0,0.1,4277.0,80.0
Venezuela,165,,7.0,,65.0,93,6.0,6.0,0.2,1779.0,63.0
Bangladesh,164,41.0,17.0,5.0,33.0,114,1.0,1.0,0.1,4289.0,26.0
Mayotte,164,,2.0,,15.0,147,3.0,601.0,7.0,479.0,1756.0
DRC,161,,18.0,,5.0,138,,2.0,0.2,,
Martinique,151,,4.0,,50.0,97,20.0,402.0,11.0,,
Isle of Man,150,11.0,1.0,,73.0,76,6.0,1764.0,12.0,1669.0,19628.0
Guadeloupe,139,,7.0,,31.0,101,14.0,347.0,17.0,,
Brunei ,135,,1.0,,85.0,49,3.0,309.0,2.0,8845.0,20218.0
Guinea,128,,,,5.0,123,,10.0,,,
Paraguay,115,2.0,5.0,,15.0,95,1.0,16.0,0.7,2039.0,286.0
Cambodia,115,1.0,,,58.0,57,1.0,7.0,,5768.0,345.0
Gibraltar,109,,,,52.0,57,,3235.0,,1387.0,41168.0
Trinidad and Tobago,105,,8.0,,1.0,96,,75.0,6.0,833.0,595.0
Rwanda,105,,,,4.0,101,,8.0,,,
Djibouti,90,,,,9.0,81,,91.0,,,
Madagascar,82,,,,2.0,80,6.0,3.0,,,
El Salvador,78,9.0,4.0,,5.0,69,4.0,12.0,0.6,,
Liechtenstein,77,,1.0,,55.0,21,,2020.0,26.0,900.0,23605.0
Monaco,77,,1.0,,4.0,72,4.0,1962.0,25.0,,
Guatemala,74,4.0,3.0,,17.0,54,3.0,4.0,0.2,1134.0,63.0
French Guiana,72,,,,34.0,38,1.0,241.0,,,
Aruba,71,,,,2.0,69,,665.0,,910.0,8523.0
Barbados,60,,2.0,,6.0,52,4.0,209.0,7.0,557.0,1938.0
Jamaica,59,,3.0,,8.0,48,,20.0,1.0,540.0,182.0
Togo,58,,3.0,,23.0,32,,7.0,0.4,1467.0,177.0
Ethiopia,52,8.0,2.0,,4.0,46,1.0,0.5,0.02,2271.0,20.0
Uganda,52,,,,,52,,1.0,,3160.0,69.0
Mali,47,,5.0,,9.0,33,,2.0,0.2,,
Congo,45,,5.0,,2.0,38,,8.0,0.9,,
Macao,44,,,,10.0,34,1.0,68.0,,,
French Polynesia,42,,,,,42,,150.0,,618.0,2200.0
Bermuda,39,,2.0,,17.0,20,,626.0,32.0,306.0,4913.0
Cayman Islands,39,,1.0,,1.0,37,,593.0,15.0,365.0,5554.0
Zambia,39,,1.0,,7.0,31,,2.0,0.05,619.0,34.0
Sint Maarten,37,,6.0,,1.0,30,,863.0,140.0,105.0,2449.0
Bahamas,33,,5.0,,5.0,23,1.0,84.0,13.0,,
Guinea-Bissau,33,15.0,,,,33,,17.0,,,
Saint Martin,32,,2.0,,7.0,23,6.0,828.0,52.0,,
Guyana,31,,5.0,1.0,8.0,18,8.0,39.0,6.0,115.0,146.0
Eritrea,31,,,,,31,,9.0,,,
Gabon,30,6.0,1.0,,1.0,28,,13.0,0.4,,
Benin,26,,1.0,,5.0,20,,2.0,0.08,,
Haiti,24,,1.0,,,23,,2.0,0.09,247.0,22.0
Tanzania,24,,1.0,,5.0,18,,0.4,0.02,,
Myanmar,22,,1.0,,,21,,0.4,0.02,1246.0,23.0
Syria,19,,2.0,,2.0,15,,1.0,0.1,,
Libya,19,,1.0,,1.0,17,,3.0,0.1,326.0,47.0
Maldives,19,,,,13.0,6,,35.0,,,
New Caledonia,18,,,,1.0,17,,63.0,,2135.0,7478.0
Angola,16,,2.0,,2.0,12,,0.5,0.06,,
Equatorial Guinea,16,,,,3.0,13,,11.0,,854.0,609.0
Namibia,16,,,,3.0,13,,6.0,,362.0,142.0
Antigua and Barbuda,15,,,,,15,1.0,153.0,,40.0,408.0
Dominica,15,,,,1.0,14,,208.0,,293.0,4070.0
Fiji,15,1.0,,,,15,,17.0,,,
Mongolia,15,,,,4.0,11,,5.0,,,
Liberia,14,,3.0,,3.0,8,,3.0,0.6,,
Sudan,14,2.0,2.0,,2.0,10,,0.3,0.05,,
Laos,14,2.0,,,,14,,2.0,,765.0,105.0
Saint Lucia,14,,,,1.0,13,,76.0,,,
Curaçao,13,,1.0,,5.0,7,,79.0,6.0,,
Grenada,12,,,,,12,2.0,107.0,,45.0,400.0
Greenland,11,,,,4.0,7,,194.0,,718.0,12648.0
Saint Kitts and Nevis,11,1.0,,,,11,,207.0,,183.0,3440.0
Seychelles,11,,,,,11,,112.0,,,
Suriname,10,,1.0,,,9,,17.0,2.0,,
Zimbabwe,10,,1.0,,,9,,0.7,0.07,316.0,21.0
Mozambique,10,,,,1.0,9,,0.3,,363.0,12.0
Eswatini,10,,,,4.0,6,,9.0,,,
MS Zaandam,9,,2.0,,,7,,,,,
Nepal,9,,,,1.0,8,,0.3,,1656.0,57.0
Chad,9,,,,,9,,0.5,,,
Malawi,8,3.0,1.0,1.0,,7,1.0,0.4,0.05,,
Turks and Caicos,8,,1.0,,,7,,207.0,26.0,61.0,1576.0
CAR,8,,,,,8,,2.0,,,
Belize,7,,1.0,,,6,1.0,18.0,3.0,268.0,674.0
Cabo Verde,7,,1.0,,1.0,5,,13.0,2.0,,
Vatican City,7,,,,,7,,8739.0,,,
St. Vincent Grenadines,7,,,,1.0,6,,63.0,,56.0,505.0
Somalia,7,,,,1.0,6,,0.4,,,
Botswana,6,,1.0,,,5,,3.0,0.4,966.0,411.0
Mauritania,6,,1.0,,2.0,3,,1.0,0.2,67.0,14.0
Nicaragua,6,,1.0,,,5,,0.9,0.2,,
Montserrat,6,,,,,6,,1202.0,,,
St. Barth,6,,,,1.0,5,,607.0,,,
Sierra Leone,6,,,,,6,,0.8,,,
Bhutan,5,,,,2.0,3,,6.0,,1166.0,1511.0
Gambia,4,,1.0,,2.0,1,,2.0,0.4,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
Western Sahara,4,,,,,4,,7.0,,,
Anguilla,3,,,,,3,,200.0,,,
British Virgin Islands,3,,,,,3,,99.0,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0
Falkland Islands,2,,,,,2,,575.0,,,
Papua New Guinea,2,,,,,2,,0.2,,72.0,8.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
South Sudan,1,,,,,1,,0.09,,,
Timor-Leste,1,,,,,1,,0.8,,,
China,81740,32.0,3331.0,,77167.0,1242,211.0,57.0,2.0,,
